ss,Country,Code,Year,Mismanaged Plastic,GDP,Population
38,Democratic Republic of Congo,A38,2007,209599.74150318158,8782703427.96085,60289422.0
38,Democratic Republic of Congo,A38,2008,212431.58440877355,11649857662.1388,62249724.0
38,Democratic Republic of Congo,A38,2009,219953.01423637313,9723299908.19473,64270232.0
38,Democratic Republic of Congo,A38,2010,232790.06695677104,13148396205.671,66391257.0
38,Democratic Republic of Congo,A38,2011,241828.21122229044,15655383585.9887,68654269.0
38,Democratic Republic of Congo,A38,2012,249523.9567342826,17692911280.5627,70997870.0
38,Democratic Republic of Congo,A38,2013,258253.93843253236,17958720704.4596,73460021.0
38,Democratic Republic of Congo,A38,2014,265202.3675259265,17912907682.0663,76035588.0
38,Democratic Republic of Congo,A38,2015,276369.6398763844,11890259176.6829,78656904.0
38,Democratic Republic of Congo,A38,2016,283521.27605105983,10219341017.1383,81430977.0
38,Democratic Republic of Congo,A38,2017,291572.1651249425,11094823676.5914,84283273.0
38,Democratic Republic of Congo,A38,2018,300596.3726404287,13670038019.8594,87087355.0
38,Democratic Republic of Congo,A38,2019,306844.7518697276,12750338736.1661,89906890.0
39,Denmark,A39,2000,13019.256806557976,164157842126.821,5339616.0
39,Denmark,A39,2001,13645.732463029624,164791096044.098,5358783.0
39,Denmark,A39,2002,14489.833572456917,178634843165.633,5375931.0
39,Denmark,A39,2003,15274.441397547344,218096916361.973,5390574.0
39,Denmark,A39,2004,16174.918414568516,251374821136.171,5404523.0
39,Denmark,A39,2005,16903.743481001857,264466895451.157,5419432.0
39,Denmark,A39,2006,17841.475714467448,282885978374.285,5437272.0
39,Denmark,A39,2007,18822.33545034586,319423375611.047,5461438.0
39,Denmark,A39,2008,19076.63870820997,353358901702.046,5493621.0
39,Denmark,A39,2009,19752.07310648745,321243301145.337,5523095.0
39,Denmark,A39,2010,20904.85750767163,321995279401.502,5547683.0
39,Denmark,A39,2011,21716.494878949798,344003137611.271,5570572.0
39,Denmark,A39,2012,22407.583057438853,327148943812.137,5591572.0
39,Denmark,A39,2013,23191.547020473332,343584391647.927,5614932.0
39,Denmark,A39,2014,23815.525191013312,352993631617.708,5643475.0
39,Denmark,A39,2015,24818.361094999862,302673070846.857,5683483.0
39,Denmark,A39,2016,25460.5875316032,313115929314.339,5728010.0
39,Denmark,A39,2017,26183.56807411424,332121063806.391,5764980.0
39,Denmark,A39,2018,26993.953906710485,356841216410.068,5793636.0
39,Denmark,A39,2019,27555.06666873673,346498737961.635,5814422.0
40,Djibouti,A40,2000,4377.417475418443,551230861.856505,742033.0
40,Djibouti,A40,2001,4588.055112213646,572417440.820162,765490.0
40,Djibouti,A40,2002,4871.8641653975355,591122039.601398,789129.0
40,Djibouti,A40,2003,5135.67000746149,622044665.515049,806411.0
40,Djibouti,A40,2004,5438.434127494488,666072101.777505,818373.0
40,Djibouti,A40,2005,5683.484335024097,708633194.726566,830861.0
40,Djibouti,A40,2006,5998.774641300857,768873684.032838,846947.0
40,Djibouti,A40,2007,6328.565551224819,847918929.107984,865196.0
40,Djibouti,A40,2008,6414.069012871682,999105339.267729,882886.0
40,Djibouti,A40,2009,6641.167869776422,1049110684.72493,901103.0
40,Djibouti,A40,2010,7028.7643860838325,1128611700.3618,919199.0
40,Djibouti,A40,2011,7301.658274385208,1239144501.77525,936811.0
40,Djibouti,A40,2012,7534.020345010411,1353632941.5207,954297.0
40,Djibouti,A40,2013,7797.609703671561,2042817162.85639,971753.0
40,Djibouti,A40,2014,8007.40761983414,2214679081.25658,989087.0
40,Djibouti,A40,2015,8344.587497020108,2424391785.43897,1006259.0
40,Djibouti,A40,2016,8560.520961466947,2604955228.70117,1023261.0
40,Djibouti,A40,2017,8803.606085925141,2762581334.22612,1040233.0
40,Djibouti,A40,2018,9076.079173916727,2913466732.12507,1057198.0
40,Djibouti,A40,2019,9264.740081883207,3088853638.56832,1073994.0
41,Dominica,A41,2000,531.4624485765385,333470370.37037,68346.0
41,Dominica,A41,2001,557.035973341355,340203703.703704,68153.0
41,Dominica,A41,2002,591.4932429941382,333196296.296296,68262.0
41,Dominica,A41,2003,623.521921903431,343311111.111111,68442.0
41,Dominica,A41,2004,660.2805270575983,367200000.0,68574.0
41,Dominica,A41,2005,690.0320835516303,364255555.555556,68674.0
41,Dominica,A41,2006,728.3114935296051,390251851.851852,68742.0
41,Dominica,A41,2007,768.3514224353393,421374074.074074,68775.0
41,Dominica,A41,2008,778.732401481499,458188888.888889,68782.0
41,Dominica,A41,2009,806.3044837051596,489074074.074074,68787.0
41,Dominica,A41,2010,853.3625938290476,493825925.925926,68755.0
41,Dominica,A41,2011,886.4946528324801,501025925.925926,68742.0
41,Dominica,A41,2012,914.7057420658598,485996296.296296,68888.0
41,Dominica,A41,2013,946.7081377156792,498296296.296296,68819.0
41,Dominica,A41,2014,972.1797119614873,520207407.407407,69371.0
41,Dominica,A41,2015,1013.1167357080883,540737037.037037,70007.0
41,Dominica,A41,2016,1039.3332271414447,576229629.62963,70075.0
41,Dominica,A41,2017,1068.8462028131871,521551851.851852,70403.0
41,Dominica,A41,2018,1101.9271724324663,554770370.37037,70823.0
41,Dominica,A41,2019,1124.8325015818075,611537037.037037,71428.0
42,Dominican Republic,A42,2000,71167.81501224225,24305781111.9057,8540791.0
42,Dominican Republic,A42,2001,74592.35024431397,25601824419.0385,8669040.0
42,Dominican Republic,A42,2002,79206.5023806395,27137441266.3355,8795101.0
42,Dominican Republic,A42,2003,83495.44339953594,21403168127.883,8919852.0
42,Dominican Republic,A42,2004,88417.76598079558,22322387609.8481,9043127.0
42,Dominican Republic,A42,2005,92401.7789144744,35777560474.8106,9164768.0
42,Dominican Republic,A42,2006,97527.75154976954,37879829854.7965,9284168.0
42,Dominican Republic,A42,2007,102889.47420975959,43965459071.0654,9402206.0
42,Dominican Republic,A42,2008,104279.58483447414,48122601589.7717,9522948.0
42,Dominican Republic,A42,2009,107971.74568695104,48261079523.8213,9648061.0
42,Dominican Republic,A42,2010,114273.26874863218,53860187452.3853,9775755.0
42,Dominican Republic,A42,2011,118709.96272851063,58029773802.3818,9903737.0
42,Dominican Republic,A42,2012,122487.69262312965,60681535894.481,10030882.0
42,Dominican Republic,A42,2013,126773.1140666485,62682158700.2885,10157051.0
42,Dominican Republic,A42,2014,130183.99716638874,67179956264.9383,10282115.0
42,Dominican Republic,A42,2015,135665.849253875,71164826719.5026,10405832.0
42,Dominican Republic,A42,2016,139176.4837636064,75704647977.2591,10527592.0
42,Dominican Republic,A42,2017,143128.54848368771,79998045975.5137,10647244.0
42,Dominican Republic,A42,2018,147558.40111503768,85555390385.9812,10765531.0
42,Dominican Republic,A42,2019,150625.63988620756,88941371980.2651,10881882.0
43,Ecuador,A43,2000,109619.56776211076,18327764882.4412,12626507.0
43,Ecuador,A43,2001,114894.3689044705,24468324000.0,12845521.0
43,Ecuador,A43,2002,122001.53332543264,28548945000.0,13070609.0
43,Ecuador,A43,2003,128607.77605703454,32432858000.0,13301184.0
43,Ecuador,A43,2004,136189.6144716401,36591661000.0,13534593.0
43,Ecuador,A43,2005,142326.1774063516,41507085000.0,13770012.0
43,Ecuador,A43,2006,150221.69737622564,46802044000.0,14009061.0
43,Ecuador,A43,2007,158480.3423879816,51007777000.0,14251835.0
43,Ecuador,A43,2008,160621.5255309025,61762635000.0,14496797.0
43,Ecuador,A43,2009,166308.5495977097,62519686000.0,14742766.0
43,Ecuador,A43,2010,176014.76629335553,69555367000.0,14989585.0
43,Ecuador,A43,2011,182848.592458784,79276664000.0,15237728.0
43,Ecuador,A43,2012,188667.41825944834,87924544000.0,15483883.0
43,Ecuador,A43,2013,195268.23979986247,95129659000.0,15722989.0
43,Ecuador,A43,2014,200522.01260455366,101726331000.0,15957994.0
43,Ecuador,A43,2015,208965.69260600797,99290381000.0,16195902.0
43,Ecuador,A43,2016,214373.11220237057,99937696000.0,16439585.0
43,Ecuador,A43,2017,220460.46540140692,104295862000.0,16696944.0
43,Ecuador,A43,2018,227283.75385862452,107562008000.0,17015672.0
43,Ecuador,A43,2019,232008.2123552215,108108009000.0,17343740.0
44,Egypt,A44,2000,747531.8244106784,99838543960.0763,71371371.0
44,Egypt,A44,2001,783502.4252974535,96684636118.5984,72854261.0
44,Egypt,A44,2002,831968.5130083453,85146067415.7303,74393759.0
44,Egypt,A44,2003,877018.6512498233,80288461538.4615,75963322.0
44,Egypt,A44,2004,928721.6967750222,78782467532.4675,77522427.0
44,Egypt,A44,2005,970568.9342696167,89600665557.4043,79075310.0
44,Egypt,A44,2006,1024411.0773125391,107426086956.522,80629670.0
44,Egypt,A44,2007,1080729.4892423837,130437828371.278,82218755.0
44,Egypt,A44,2008,1095330.9201173766,162818181818.182,83844783.0
44,Egypt,A44,2009,1134112.6044727971,189147005444.646,85501064.0
44,Egypt,A44,2010,1200302.483002216,218983666061.706,87252413.0
44,Egypt,A44,2011,1246904.5874023568,235989672977.625,89200054.0
44,Egypt,A44,2012,1286585.0710559513,279116666666.667,91240376.0
44,Egypt,A44,2013,1331598.240414758,288434108527.132,93377890.0
44,Egypt,A44,2014,1367425.4421626513,305595408895.265,95592324.0
44,Egypt,A44,2015,1425005.6684405438,329366576819.407,97723799.0
44,Egypt,A44,2016,1461880.6381083238,332441717791.411,99784030.0
44,Egypt,A44,2017,1503392.2982581155,248362771739.13,101789386.0
44,Egypt,A44,2018,1549922.5425660776,262588632526.73,103740765.0
44,Egypt,A44,2019,1582140.1762551458,318678815489.749,105618671.0
45,El Salvador,A45,2000,45247.90576023721,11784927700,5958482.0
45,El Salvador,A45,2001,47425.19682118573,12282533600.0,5988095.0
45,El Salvador,A45,2002,50358.83643049424,12664190300.0,6011275.0
45,El Salvador,A45,2003,53085.70951210928,13243892200.0,6026849.0
45,El Salvador,A45,2004,56215.28133105595,13724810900.0,6035655.0
45,El Salvador,A45,2005,58748.283668413875,14698000000.0,6037817.0
45,El Salvador,A45,2006,62007.33450047175,15999890000.0,6034436.0
45,El Salvador,A45,2007,65416.27324040672,17011750000.0,6044131.0
45,El Salvador,A45,2008,66300.09403120336,17986890000.0,6068099.0
45,El Salvador,A45,2009,68647.53923906556,17601620000.0,6091188.0
45,El Salvador,A45,2010,72653.99526967239,18447920000.0,6114034.0
45,El Salvador,A45,2011,75474.80845684161,20283780000.0,6137349.0
45,El Salvador,A45,2012,77876.65775107592,21386150000.0,6161289.0
45,El Salvador,A45,2013,80601.29311589476,21990960000.0,6185642.0
45,El Salvador,A45,2014,82769.90426448325,22593470000.0,6209526.0
45,El Salvador,A45,2015,86255.22029678621,23438240000.0,6231066.0
45,El Salvador,A45,2016,88487.25256344548,24191430000.0,6250510.0
45,El Salvador,A45,2017,90999.94249191716,24979190000.0,6266654.0
45,El Salvador,A45,2018,93816.40600650702,26020850000.0,6276342.0
45,El Salvador,A45,2019,95766.53094484,26881140000.0,6280217.0
46,Equatorial Guinea,A46,2000,6838.560567397981,1045998496.43872,684977.0
46,Equatorial Guinea,A46,2001,7167.626333934191,1461139022.02954,719270.0
46,Equatorial Guinea,A46,2002,7611.003144730236,1806742742.27311,754115.0
46,Equatorial Guinea,A46,2003,8023.13021260039,2484745935.09329,789681.0
46,Equatorial Guinea,A46,2004,8496.119317273962,4410764338.66733,826355.0
46,Equatorial Guinea,A46,2005,8878.945651672073,8217369092.65224,864726.0
46,Equatorial Guinea,A46,2006,9371.503619445291,10086528698.8604,905418.0
46,Equatorial Guinea,A46,2007,9886.714956896425,13071718758.7373,948814.0
46,Equatorial Guinea,A46,2008,10020.29157015705,19749893536.3204,994971.0
46,Equatorial Guinea,A46,2009,10375.073652617999,15027795173.2187,1043686.0
46,Equatorial Guinea,A46,2010,10980.591007854333,16314443428.9392,1094524.0
46,Equatorial Guinea,A46,2011,11406.915751633382,21357343681.8949,1144588.0
46,Equatorial Guinea,A46,2012,11769.920217727755,22388344123.9938,1193636.0
46,Equatorial Guinea,A46,2013,12181.709087363397,21948834290.3521,1243941.0
46,Equatorial Guinea,A46,2014,12509.463011828766,21765453087.479,1295183.0
46,Equatorial Guinea,A46,2015,13036.217662303046,13185496881.4052,1346973.0
46,Equatorial Guinea,A46,2016,13373.556763140496,11240808846.6924,1398927.0
46,Equatorial Guinea,A46,2017,13753.31317339285,12200913887.6428,1450694.0
46,Equatorial Guinea,A46,2018,14178.980527644528,13097012124.2261,1502091.0
46,Equatorial Guinea,A46,2019,14473.71345021224,11364133546.2494,1553031.0
47,Eritrea,A47,2000,9865.912945003847,706370815.584416,2392880.0
47,Eritrea,A47,2001,10340.652354537584,752371683.199361,2461927.0
47,Eritrea,A47,2002,10980.306997358364,729321671.445917,2547424.0
47,Eritrea,A47,2003,11574.877994253653,870248293.678303,2653390.0
47,Eritrea,A47,2004,12257.253954026766,1109054005.43971,2763140.0
47,Eritrea,A47,2005,12809.553118595515,1098424709.48675,2831732.0
47,Eritrea,A47,2006,13520.160852858458,1211161879.6748,2880093.0
47,Eritrea,A47,2007,14263.450343896182,1317974491.05691,2926168.0
47,Eritrea,A47,2008,14456.159792753078,1380188800.0,3005779.0
47,Eritrea,A47,2009,14967.999836503503,1856695551.21951,3083888.0
47,Eritrea,A47,2010,15841.572784285947,1589515447.15447,3147727.0
47,Eritrea,A47,2011,16456.626605477082,2065001626.01626,3207570.0
47,Eritrea,A47,2012,16980.328987848083,,3252596.0
47,Eritrea,A47,2013,17574.41207002697,,3296367.0
47,Eritrea,A47,2014,18047.25890004182,,3323425.0
47,Eritrea,A47,2015,18807.201796465208,,3340006.0
47,Eritrea,A47,2016,19293.877050563962,,3365287.0
47,Eritrea,A47,2017,19841.747270755997,,3396933.0
47,Eritrea,A47,2018,20455.85268361119,,3445374.0
47,Eritrea,A47,2019,20881.06049268467,,3498818.0
48,Estonia,A48,2000,11700.928977231824,5686579747.53524,1396985.0
48,Estonia,A48,2001,12263.96781049664,6254649538.98487,1388115.0
48,Estonia,A48,2002,13022.595378702861,7367975887.72723,1379350.0
48,Estonia,A48,2003,13727.75394287981,9874013098.46432,1370720.0
48,Estonia,A48,2004,14537.048803434907,12145911801.2422,1362550.0
48,Estonia,A48,2005,15192.073162034787,14106790200.2239,1354775.0
48,Estonia,A48,2006,16034.850781869043,17022870405.2189,1346810.0
48,Estonia,A48,2007,16916.38882022762,22449129482.617,1340680.0
48,Estonia,A48,2008,17144.941371510562,24341678628.9732,1337090.0
48,Estonia,A48,2009,17751.981392339025,19633031397.6104,1334515.0
48,Estonia,A48,2010,18788.035032322714,19523477325.6235,1331475.0
48,Estonia,A48,2011,19517.486135231236,23213994093.4632,1327439.0
48,Estonia,A48,2012,20138.594837029923,23019150071.1867,1322696.0
48,Estonia,A48,2013,20843.174736518118,25115753366.1116,1317997.0
48,Estonia,A48,2014,21403.968978871006,26634083965.0983,1314545.0
48,Estonia,A48,2015,22305.257882125,22890762090.1508,1315407.0
48,Estonia,A48,2016,22882.452574083996,24072829276.775,1315790.0
48,Estonia,A48,2017,23532.22422430454,26924385103.0662,1317384.0
48,Estonia,A48,2018,24260.550519134766,30624720196.2285,1321977.0
48,Estonia,A48,2019,24764.84509402788,31081901909.2151,1326898.0
49,Faroe Islands,A49,2000,610.9424183636604,1067109508.6452,45660.0
49,Faroe Islands,A49,2001,640.3404522374494,1160268142.36886,46245.0
49,Faroe Islands,A49,2002,679.9507910455138,1275093662.35235,46813.0
49,Faroe Islands,A49,2003,716.7693444583585,1501941504.89146,47392.0
49,Faroe Islands,A49,2004,759.0251824554013,1724770866.79756,47989.0
49,Faroe Islands,A49,2005,793.2260708215138,1759739599.22694,48291.0
49,Faroe Islands,A49,2006,837.2301493187172,2017680721.80259,48313.0
49,Faroe Islands,A49,2007,883.2580315562999,2339015384.90742,48361.0
49,Faroe Islands,A49,2008,895.1914813426961,2489873331.02639,48411.0
49,Faroe Islands,A49,2009,926.8869560430483,2296065312.82255,48429.0
49,Faroe Islands,A49,2010,980.9825853386168,2331796784.36009,48410.0
49,Faroe Islands,A49,2011,1019.0695288416618,2505740886.25907,48386.0
49,Faroe Islands,A49,2012,1051.4995737621955,2427200582.91115,48392.0
49,Faroe Islands,A49,2013,1088.2879132659518,2690110671.24132,48418.0
49,Faroe Islands,A49,2014,1117.5687499665387,2914012852.34062,48465.0
49,Faroe Islands,A49,2015,1164.627887174343,2573906035.59584,48816.0
49,Faroe Islands,A49,2016,1194.7650430923275,2813278761.27524,49500.0
49,Faroe Islands,A49,2017,1228.6916709816458,2980057167.73595,50230.0
49,Faroe Islands,A49,2018,1266.7198847061504,3188601035.1907,50955.0
49,Faroe Islands,A49,2019,1293.0506955120597,3275684065.13139,51681.0
50,Fiji,A50,2000,8115.438429692294,1678219507.89829,832509.0
50,Fiji,A50,2001,8505.946481982635,1652462062.63884,841320.0
50,Fiji,A50,2002,9032.10943304614,1833279985.36741,849891.0
50,Fiji,A50,2003,9521.18777220055,2300492002.01302,858306.0
50,Fiji,A50,2004,10082.492145988406,2708078476.63012,866694.0
50,Fiji,A50,2005,10536.798796555191,2980403464.53066,874923.0
50,Fiji,A50,2006,11121.325879575365,3076305452.86506,883083.0
50,Fiji,A50,2007,11732.736109280326,3378314599.76402,890648.0
50,Fiji,A50,2008,11891.253792918518,3523185919.55826,896731.0
50,Fiji,A50,2009,12312.279843326869,2870624635.68032,901383.0
50,Fiji,A50,2010,13030.85779055712,3140167239.46869,905169.0
50,Fiji,A50,2011,13536.784757949563,3779412255.47694,908355.0
50,Fiji,A50,2012,13967.568453620352,3972028509.66449,911059.0
50,Fiji,A50,2013,14456.245447064337,4189968869.81721,913453.0
50,Fiji,A50,2014,14845.196713617317,4857103846.72985,915560.0
50,Fiji,A50,2015,15470.305593087936,4682480303.97469,917200.0
50,Fiji,A50,2016,15870.63175468187,4930213787.50451,918371.0
50,Fiji,A50,2017,16321.295273021753,5353468387.56019,919019.0
50,Fiji,A50,2018,16826.44210486065,5581425890.96651,918996.0
50,Fiji,A50,2019,17176.206775762974,5481692621.61125,918465.0
51,Finland,A51,2000,62665.23662644402,126019543413.334,5176209.0
51,Finland,A51,2001,65680.63495806982,129533107311.811,5188008.0
51,Finland,A51,2002,69743.52399581127,140404460203.138,5200598.0
51,Finland,A51,2003,73520.0556173002,171652458349.411,5213014.0
51,Finland,A51,2004,77854.29728613973,197479443979.151,5228172.0
51,Finland,A51,2005,81362.33126426383,204885494686.381,5246096.0
51,Finland,A51,2006,85875.89245869128,217089269791.764,5266268.0
51,Finland,A51,2007,90597.03809391762,256378067752.158,5288720.0
51,Finland,A51,2008,91821.06908629369,285716311136.719,5313399.0
51,Finland,A51,2009,95072.11920555838,253497520828.515,5338871.0
51,Finland,A51,2010,100620.78518187527,249424310816.673,5363352.0
51,Finland,A51,2011,104527.41738690189,275604356167.318,5388272.0
51,Finland,A51,2012,107853.81342303663,258290060227.734,5413971.0
51,Finland,A51,2013,111627.24596070763,271362405890.591,5438972.0
51,Finland,A51,2014,114630.62321085353,274862826772.152,5461512.0
51,Finland,A51,2015,119457.54614159689,234534382384.766,5479531.0
51,Finland,A51,2016,122548.75727718444,240771351298.84,5495303.0
51,Finland,A51,2017,126028.65996640308,255647979916.473,5508214.0
51,Finland,A51,2018,129929.26817414514,275708001767.838,5515525.0
51,Finland,A51,2019,132630.05705395128,268514916972.544,5521606.0
52,France,A52,2000,623408.598547414,1365639660792.16,60921384.0
52,France,A52,2001,653406.4944970765,1377657339291.34,61367388.0
52,France,A52,2002,693825.075793923,1501409382971.38,61816234.0
52,France,A52,2003,731394.905770898,1844544792036.86,62256970.0
52,France,A52,2004,774512.9672352481,2119633181634.37,62716306.0
52,France,A52,2005,809411.7191380885,2196945232435.8,63188395.0
52,France,A52,2006,854313.6936642424,2320536221304.7,63628261.0
52,France,A52,2007,901280.7673152928,2660591246211.77,64021737.0
52,France,A52,2008,913457.7171939719,2930303780828.12,64379696.0
52,France,A52,2009,945799.9328747301,2700887366932.03,64710879.0
52,France,A52,2010,1000999.3746437528,2645187882116.73,65030575.0
52,France,A52,2011,1039863.4760033912,2865157541994.19,65345233.0
52,France,A52,2012,1072955.250689603,2683671716967.19,65662240.0
52,France,A52,2013,1110494.2502476133,2811876903329.05,66002289.0
52,France,A52,2014,1140372.5576349108,2855964488590.14,66312067.0
52,France,A52,2015,1188391.9288452843,2439188643162.5,66548272.0
52,France,A52,2016,1219144.0285036392,2472964344587.23,66724104.0
52,France,A52,2017,1253762.923689486,2595151045197.67,66918020.0
52,France,A52,2018,1292567.0968990526,2790956878746.61,67158348.0
52,France,A52,2019,1319435.1835954953,2728870246705.83,67388001.0
53,French Polynesia,A53,2000,3369.8959995455466,,250927.0
53,French Polynesia,A53,2001,3532.05255271324,,255049.0
53,French Polynesia,A53,2002,3750.5391371731275,,259137.0
53,French Polynesia,A53,2003,3953.6265184476497,,263173.0
53,French Polynesia,A53,2004,4186.705406315798,,267132.0
53,French Polynesia,A53,2005,4375.35401446869,,271060.0
53,French Polynesia,A53,2006,4618.076018431992,,274901.0
53,French Polynesia,A53,2007,4871.961117187168,,278178.0
53,French Polynesia,A53,2008,4937.784807746524,,280558.0
53,French Polynesia,A53,2009,5112.613809933823,,282283.0
53,French Polynesia,A53,2010,5410.999777705214,,283788.0
53,French Polynesia,A53,2011,5621.083469208576,775875857.976655,285265.0
53,French Polynesia,A53,2012,5799.9642857272565,,286584.0
53,French Polynesia,A53,2013,6002.885010164232,,288032.0
53,French Polynesia,A53,2014,6164.395115690934,772921756.313723,289873.0
53,French Polynesia,A53,2015,6423.9685115657785,,291787.0
53,French Polynesia,A53,2016,6590.201986461351,,293541.0
53,French Polynesia,A53,2017,6777.337801827555,,295450.0
53,French Polynesia,A53,2018,6987.097545869079,,297606.0
53,French Polynesia,A53,2019,7132.335609772522,,299717.0
54,Gabon,A54,2000,4422.56100386896,5080483628.30574,1272935.0
54,Gabon,A54,2001,4635.370909177005,5023265411.47748,1306590.0
54,Gabon,A54,2002,4922.106834686614,5335451103.75569,1341696.0
54,Gabon,A54,2003,5188.633259515063,6511903363.53884,1378398.0
54,Gabon,A54,2004,5494.51973210942,7770219003.91662,1417110.0
54,Gabon,A54,2005,5742.097098877904,9582783997.22141,1458353.0
54,Gabon,A54,2006,6060.638938048546,10327598308.5297,1502534.0
54,Gabon,A54,2007,6393.830923014693,12455409574.9408,1549774.0
54,Gabon,A54,2008,6480.216166665477,15571348329.2279,1599978.0
54,Gabon,A54,2009,6709.65705372049,12113699059.4581,1653542.0
54,Gabon,A54,2010,7101.250784015258,14372593013.8124,1711105.0
54,Gabon,A54,2011,7376.9589784868085,18210307754.4426,1772500.0
54,Gabon,A54,2012,7611.717357849982,17170464000.7824,1836705.0
54,Gabon,A54,2013,7878.02506672077,17595744803.6041,1902226.0
54,Gabon,A54,2014,8089.986591506545,18203966900.4404,1966855.0
54,Gabon,A54,2015,8430.643744840872,14383107763.1182,2028517.0
54,Gabon,A54,2016,8648.804092729928,14023890263.875,2086206.0
54,Gabon,A54,2017,8894.396110874524,14929487495.759,2140215.0
54,Gabon,A54,2018,9169.679165397478,16867326389.8696,2192012.0
54,Gabon,A54,2019,9360.285699778187,16874405460.1964,2242785.0
55,Gambia,A55,2000,4055.530437709153,782913865.987568,1437539.0
55,Gambia,A55,2001,4250.67914174461,687410630.457292,1479449.0
55,Gambia,A55,2002,4513.618708315115,578235309.327198,1522223.0
55,Gambia,A55,2003,4758.025970849193,487038679.355229,1566257.0
55,Gambia,A55,2004,5038.526770952268,961900640.746364,1612225.0
55,Gambia,A55,2005,5265.557567302866,1027701055.56871,1660368.0
55,Gambia,A55,2006,5557.663458733249,1054112487.74083,1711294.0
55,Gambia,A55,2007,5863.203672977625,1279703029.87257,1764883.0
55,Gambia,A55,2008,5942.419761729864,1561766955.73024,1820542.0
55,Gambia,A55,2009,6152.819233957056,1450142497.46262,1878119.0
55,Gambia,A55,2010,6511.914403257643,1543294945.45714,1937275.0
55,Gambia,A55,2011,6764.741435745614,1409693594.05748,1998212.0
55,Gambia,A55,2012,6980.017098914925,1415004743.17939,2061014.0
55,Gambia,A55,2013,7224.223796838874,1375609459.78172,2124869.0
55,Gambia,A55,2014,7418.594527879088,1229461731.70458,2189019.0
55,Gambia,A55,2015,7730.980372407204,1378176605.93705,2253133.0
55,Gambia,A55,2016,7931.035483097882,1484578897.15783,2317206.0
55,Gambia,A55,2017,8156.245695907271,1504909447.77459,2381182.0
55,Gambia,A55,2018,8408.6828710252,1670671340.37966,2444916.0
55,Gambia,A55,2019,8583.470873074457,1813609679.15313,2508883.0
56,Georgia,A56,2000,13330.063160011232,3057475335.18846,4077131.0
56,Georgia,A56,2001,13971.4945560622,3219462779.685,4014373.0
56,Georgia,A56,2002,14835.746737986567,3395766677.67315,3978515.0
56,Georgia,A56,2003,15639.085363201037,3991377904.13162,3951736.0
56,Georgia,A56,2004,16561.05930452344,5125365191.98664,3927340.0
56,Georgia,A56,2005,17307.283479413516,6410912049.87105,3902469.0
56,Georgia,A56,2006,18267.40202419699,7745249283.88222,3880347.0
56,Georgia,A56,2007,19271.67764642645,10172933118.493,3860158.0
56,Georgia,A56,2008,19532.051839784224,12795147991.8388,3848449.0
56,Georgia,A56,2009,20223.61076079327,10766919442.0789,3814419.0
56,Georgia,A56,2010,21403.915374641925,12243219360.2985,3786695.0
56,Georgia,A56,2011,22234.92881749173,15107482383.3798,3756441.0
56,Georgia,A56,2012,22942.515218564626,16488819132.8835,3728874.0
56,Georgia,A56,2013,23745.194610921215,17190068235.7892,3717668.0
56,Georgia,A56,2014,24384.06889901241,17627336228.0536,3719414.0
56,Georgia,A56,2015,25410.8453224204,14953675992.6704,3725276.0
56,Georgia,A56,2016,26068.40351411681,15141598622.5692,3727505.0
56,Georgia,A56,2017,26808.643639826354,16242647229.7398,3728004.0
56,Georgia,A56,2018,27638.37566623856,17596922469.9152,3726549.0
56,Georgia,A56,2019,28212.883771334895,17470436258.5131,3720161.0
57,Germany,A57,2000,1980372.8586943685,1947981991011.77,82211508.0
57,Germany,A57,2001,2075666.7303141567,1945790973803.15,82349925.0
57,Germany,A57,2002,2204063.8386853193,2078484517474.51,82488495.0
57,Germany,A57,2003,2323411.3609452397,2501640388482.35,82534176.0
57,Germany,A57,2004,2460383.867969491,2814353869359.08,82516260.0
57,Germany,A57,2005,2571246.2160855276,2846864211175.1,82469422.0
57,Germany,A57,2006,2713885.653303072,2994703642023.53,82376451.0
57,Germany,A57,2007,2863085.2603145326,3425578382921.58,82266372.0
57,Germany,A57,2008,2901767.5965826027,3745264093617.19,82110097.0
57,Germany,A57,2009,3004508.6339591374,3411261212652.34,81902307.0
57,Germany,A57,2010,3179859.882801655,3399667820000.09,81776930.0
57,Germany,A57,2011,3303318.8977871872,3749314991050.62,80274983.0
57,Germany,A57,2012,3408441.048151013,3527143188785.16,80425823.0
57,Germany,A57,2013,3527690.6318757865,3733804649549.06,80645605.0
57,Germany,A57,2014,3622604.6082813134,3889093051023.45,80982500.0
57,Germany,A57,2015,3775147.033358821,3357585719351.56,81686611.0
57,Germany,A57,2016,3872836.772725864,3469853463945.63,82348669.0
57,Germany,A57,2017,3982810.1041553346,3690849152517.69,82657002.0
57,Germany,A57,2018,4106078.7462744187,3974443355019.53,82905782.0
57,Germany,A57,2019,4191430.199210202,3888226035921.49,83092962.0
58,Ghana,A58,2000,48957.06221601695,4982849054.0291,19665502.0
58,Ghana,A58,2001,51312.83475713876,5314871683.5223,20195577.0
58,Ghana,A58,2002,54486.95683990044,6166197191.76694,20758326.0
58,Ghana,A58,2003,57437.362894474696,7632720680.28119,21329514.0
58,Ghana,A58,2004,60823.47855387184,8881419348.21705,21906444.0
58,Ghana,A58,2005,63564.12148396572,10744562614.7479,22496951.0
58,Ghana,A58,2006,67090.33008234092,20885042153.0199,23098586.0
